#sample	CD24	NBR2	CACNG3	CENPE	CENPF	FUT9	IQGAP2	TMSB15A	FAM107A	SLC38A10	SEZ6	MITD1	TMEM155	CSRP2	NKAIN2	ACSBG1	MLC1	SATB2	GABRA1	GFAP	GJA1	GLI3	TNC	APOE	KCNK1	TM4SF1	MGST1	NELL2	NUSAP1	GULP1	BACH2	RYR3	NEUROD6	MRPS5	SLA	SSRP1	TFAP2C	TOP2A	VCAM1	VIM	LRRC2	SH3TC2	FAT4	VASH2	CSRNP3	MROH9	EOMES	ADGRV1	ENC1	IFITM1
BJ:BJ:24		4806.67	3186.78	2654.57	8180.32	826.23	9773.09	1470.44	6942.29	1403.55	1445.63	865.67	5985.32	1008.37	1380.5	2828.5	17646.83	8296.84	2294.98	1147.95	4105.99	0	0	9464.57	566.47	1005.81	681.27	2806.09	64.56	3693.6	2467.77	1703.17	9328.83	4584.03	0	5695.14	2804.28	2004.66	2555.98	4004	1149.7	2673.08	1488.72	0	1858.11	2422.53	1416.26	1078.19	1594.7	1189.42	1411.76	1528.24	2196.85	1853.36	3473.13	4608.44	1511.95	1478.73	3641.93	1340.24	3642.55	1785.23	1456.46	1961.24	2402.8	2759.93	2980.87	1875.17	2065.25	1750.89	12219.23	2568.51	3294.68	1340.54	1494.14	1154.88	4301.12	3618.26	1373.26	2093.5	1534.87	1779.43	1791.67	2969.41	704.82	2393.56	729.45	5754.17	2920.19	1314.96	1227.19	3305.04	4572.91	1701.25	1789.45	1992.73	894.42	1476.36	772.16	1508.82	3602.59	1320.66	1906.94	1380.07	3646.79	62.01	1915.63	858.66	1286.21	63.85	682.96	2571.31	0	6960.87	14061.6	3147.93	2037.92	542.17	3027.57	1258.78	3099.47	503.71
BJ:BJ:25		6544.62	5511.62	2607.01	10255.22	1279.45	6092.48	2169.73	12887.45	1865.41	369.4	390.15	3948.42	688.32	874.59	3231.11	23798.5	6970.1	2513.64	1325.43	4206	0	0	3158.97	1798.85	2615.64	1741.63	3139.42	571.47	1053.64	2277.33	3294.51	6148.82	1563.93	0	3896.61	2288.79	2011.24	2773.31	3175.53	594.67	3567.42	2199.61	0	2396.26	3163.31	723.05	640.66	1003.75	801.66	1621.06	1028.96	1315.28	1378.7	871	2365.46	885.72	1057.16	1210.24	1093.01	2712.57	635.04	513.7	928.51	611.64	1535.12	974.25	511.68	519.11	1885.46	3408.38	3853.01	5047.19	842.99	1572.01	1297.01	4343.92	1913.4	767.42	662.78	669.41	739.6	1023.31	1788.58	692.03	505.15	383.23	3147.14	1202.34	493.84	557.13	1161.46	1561.18	578.72	646.53	739.83	1611.47	1670.91	1246.49	909.65	2429.76	683.09	487.57	1698.01	2002.49	847.43	2496.23	374.58	686.03	150.38	3187.02	4118.49	0	3004.74	3480.13	3474.17	1005.89	516.8	3814.96	1266.52	3404.13	416.01
BJ:BJ:26		3446.09	2772.76	633.01	3488.57	343.05	5610.83	933.31	5747.9	723.4	2211.15	1695.37	2979.79	665.23	755.84	910.35	16509.28	4079.34	1146.53	890.57	3576.59	0	0	11311.12	947.97	1633.94	805.54	1040.3	80.65	1720.26	1134.69	1423.39	14928.54	4236.44	0	37209.14	3403.56	1715.94	2088.1	3660.28	1254.06	3079	1122.27	0	4479.55	1240.08	2382.41	1640.41	2853.66	2117.64	1232.31	4000.01	3097.79	2651.87	8510.79	1608.65	4651.68	2849.79	7113.19	1048.36	1481.47	2648.99	3634.04	3874.81	5195.62	4041.18	4097.13	2999.29	3520.64	2024.96	16976.87	2500.81	6605.22	1303.51	1895.75	2571.76	3531.51	5196.22	2481.82	1661.88	2136.23	2942.14	3785.48	4471.57	1481.07	2875.81	1850.14	6320.61	5108.06	3012.4	2645.71	4857.61	10093.61	2260.02	2516.65	7246.3	1291.79	2035.67	532.64	2071.54	4933.29	2187.62	2382.29	464.36	4389.06	888.17	1798.26	1203.4	2108.75	43.46	551.63	3375.67	0	11522.18	9801.99	1999.13	2491.73	198.81	1807.19	931.61	2299.54	1440.97
BJ:BJ:27		9292.08	6721.89	1345.16	9270.14	597.97	7266.48	1606.64	6499.2	1107.72	828.33	165.52	7314.72	1371.33	993.54	1039.59	34831.09	7825.92	2344.71	1638.43	770.53	0	0	390.44	542.48	1032.45	972.46	2212.85	0	1724.32	2570.28	1962.52	5866.89	6286.57	0	5723.63	3514.53	2251.96	4718.05	5903.43	429.41	2447.54	2228.16	0	730.32	2077.57	537.24	882.36	1358.81	1208.66	1653.54	789.12	1733.97	2393.58	2571.08	0	877.21	1046.17	1553.08	1183.22	4306.15	325.19	917.07	1048.94	823.09	927.59	1125.02	819.6	462.72	1084.06	2620.54	3663.81	6481.99	1501.5	1619.48	1674.05	4182.84	1995.82	603.71	471.15	802.43	721.95	807.89	1441.25	247.57	347.65	1105.15	2300.42	1408.63	127.96	752.26	739.49	1659.11	729.37	532.72	888.13	1922.76	2804.09	1476.15	1798.79	7029.22	1722.8	525.58	1376.08	2413.77	821.46	359.15	234.44	310.11	3.14	1665.09	1216.2	0	2406.09	3921.58	2177.97	2792.43	969.76	2390.62	982.02	3991.41	218.85
BJ:BJ:28		4112.21	2241.17	790.94	6330.98	476.79	5137.01	1028.74	6863.34	1000.62	2375.79	2804.79	3523.42	1002.29	1061.09	792.56	39496.4	4829.68	1879.88	1384.84	1057.44	0	0	1466.02	650.18	683.6	661.71	821.71	193.88	3304.9	1220.57	1931.93	16235.9	2740.83	0	11328.66	3327.73	2157.19	3491.6	9471.73	1548.14	1348.65	1952.19	0	1171.75	1474.02	2566.77	2341.18	3467.11	2239.26	2152.99	2598.11	5389.64	5316.5	7377.59	3075.92	4031.15	3897.92	4652.65	2869.87	2792.85	3829.43	3222.11	3719.87	3408.59	6374.15	4085.58	2382.07	2006.46	2465.67	14304.47	2429.7	6875.93	1384.61	2636.95	4240.41	3453.45	7635.08	2083.16	3359.27	3439.03	4207.81	5539.28	6683.79	2254.29	2971.96	2896.9	12423.43	5356.94	1770.43	1990.14	4044.32	6758.09	3039.18	3889	2313.08	2756.08	2423.22	1416.71	2640.78	5901.49	2572.99	2407.13	1120.93	6264.36	490.92	481.98	1589.39	971.02	310.12	431.29	900.23	1.39	8788.35	16067.66	2346.83	2247.19	723.18	1561	528.82	2211.11	964.61
BJ:BJ:29		7098.72	7628.87	3768.26	15539.65	1465.61	3901.55	1913.65	10719.89	2090.7	249.21	103.96	7277.89	631.99	2756.69	5680.11	21619.86	13933.47	5906.88	1131.75	3136.77	0	0	579.47	1270.04	3323.15	1430.28	7554.7	4.3	377.37	4120.83	4416.29	2064.81	416.88	0	1984.32	1111.06	1438.73	3419.95	2149.04	165.62	4948.7	2553.79	0	2117.58	2836.62	322.79	340.1	537.77	502.85	1353.82	567.9	619.59	679.39	970.63	0	455.33	366.09	396.14	518.59	7905.58	179.25	185.77	324.69	258.71	319.29	361.87	139.56	177.97	2014.28	1251.19	4004.77	2946.37	1455.55	2561.42	817.81	6287.36	716.55	163.83	364.97	381.94	342.11	198.51	455.91	182.64	209.05	261.31	1171.32	419.66	137.77	99.42	170.81	472.59	191.08	234.4	179.51	1873.09	1327.88	1014.41	1136.29	2759.97	262.32	293.63	2131.13	589.16	263.11	3094.77	137.11	148.45	46.71	1719.79	5716.16	0	818.52	1944.3	7245.34	915.63	2280.05	8842.06	2254.68	4210.41	81.33
BJ:BJ:30		3939.4	2060.15	500.16	3032.06	258.87	7508.47	882.16	5288.05	897.28	1639.76	2328.19	3752.13	1919.65	431.48	315.05	28386.23	2077.31	860.5	993.58	2421.74	0	0	1207.46	617.74	731	403.29	734.53	269.66	4319.11	1411.49	1715.32	4814.29	11988.65	0	8291.14	3611.95	2789.63	2184.7	3767.12	1674.61	2112.13	2014.69	0	2407.64	849.41	2384.94	1582.02	2371.74	1996.36	1458.09	4392.81	1842.39	2761.06	8346.3	3427.1	6431.17	3558.55	6694.1	955.71	1532.34	2415.56	2868.79	2820.48	4182.76	2113.56	5501.98	3344.46	5030.66	3081.86	15253.58	4229.96	5362.4	464.66	973.56	2481.21	2281.25	4194.26	4851.58	980.68	1205.6	3618.53	3605.44	4324.28	492.75	3081.75	1396.22	9170.3	2877.7	1350.55	2969.36	5477.12	6581.22	2784.81	3954.27	1968.52	837.37	3743.61	823.69	1473.91	5504.47	3765.12	2326.37	866.83	4818.95	142.56	681.59	366.04	425.66	28.41	444.14	1128.7	0	7284.59	10047.41	1644.44	5160.44	291.55	912.05	756.54	906.8	1067.29
BJ:BJ:31		4804.1	5216.89	1451.94	4905.18	578.36	5603.97	1333.93	8700.3	617.51	1338.33	914.15	3180.34	787.98	696.41	1611.96	19268.93	6899.84	2657	1547.85	5667.73	0	0	479.33	1338.56	2069.11	1318.36	2855.19	61.84	1199.96	2327.17	2255.7	10107.63	3363.68	0	26000.45	3108.68	1265.43	2581.69	4597.62	1112.65	4666.31	1071.35	0	3443.13	2228.52	2325.8	2362.94	2031.96	1432.93	1460.33	3104.18	3183.9	3627.75	6370.14	0	3431.54	2291.7	4749.57	3130.7	2800.56	3341.2	2960.97	2594.93	5108.71	4833.6	4770.15	3823.96	2788.16	1280.98	13316.55	4005.18	3515.2	1278.72	1852.54	2459.42	2569.16	5326.34	2405.26	1579.79	1381.56	1176.56	2056.2	4117.02	1791.82	3260.91	1142.09	6175.15	2480.85	2238.37	1735.13	3152.32	9037.79	1597.15	2452.86	3278.03	1791.72	2384.34	866.87	1671.13	5935.99	2250.17	1384.4	2085.91	4006.13	40.8	1305.49	293.37	1553.98	25.83	1393.38	3706.83	0	9956.16	9241.4	2993.07	1696	478.12	3120.89	1075.06	4802.94	862.02
BJ:BJ:32		4139.42	3111.66	4589.32	8889.66	1986.46	4350.75	809.03	6496.7	1235.41	2663.39	932.29	4506.01	847.08	1353.51	3591.04	14513.43	13781.4	3692.19	2180.12	2861.64	0	0	3336.78	933.17	643.52	1845.3	4571.92	549.55	4302	3346.73	2123.48	10929.23	1744.2	0	9006.22	2725.53	2041.11	3425.43	5923.37	907.61	2064.86	2175.28	0	1167.71	2043.2	992.17	1437.92	1812.18	790.69	1559.68	1820.67	2082.19	2264.95	2681.66	1936.07	2471.31	1547.6	2951.31	2123.88	4893.67	1141.9	1725.61	2049.79	1429.61	1866.43	2295.06	1167.51	803.13	1852.82	8633.83	2921.51	4375.84	2075.26	2582.1	1790.83	4914.3	4088.79	1282.45	1031.93	1394.54	1726.25	2574.76	3609.68	1193.15	1766.59	1366.95	8146.57	2052.67	986.99	726.26	1427.17	3128.72	1089.83	2124.97	958.07	1568.63	1350.09	1290.61	2830	3526.99	1061.47	1793.41	2196.38	3949.51	414.19	1690.86	1287.47	878.93	31.28	1600.08	2029.84	0	4575.31	7678.68	6936.17	1218.23	718.01	4684.63	1813.09	3805.32	763.9
BJ:BJ:33		7686.08	5905.94	1985.75	11806.03	989.14	5708.59	598.06	10045.05	835.27	2195.26	837.51	4373.3	435.88	1627.67	943.42	20312.94	10617.26	2697.17	1228.19	586.84	0	0	716.11	406.46	763.69	674.01	2051.25	596.87	5860.03	3412.86	717.77	10953.04	5206.81	0	17961.97	2803.82	2455.33	2286.24	10304.71	1423.11	2136.18	1774.55	0	778.71	1888.11	2190.01	1419.37	1272.82	1167.32	1502.73	1909.65	2350.58	3728.05	3811.27	2570.88	2376.26	1551.95	3372.38	2079.96	3180.23	2265.99	1996.81	1473.99	1201.54	2336.92	3087.91	1326.15	1318.29	1698.49	7754.18	2252.1	4344.66	554.42	1415.37	1638.35	3381.11	4712.57	1397.4	1494.19	2002.96	1904.29	2556.12	3041.81	894.34	1068.52	1155.29	8013.39	1957.09	943.54	761.21	2136.56	4361.4	1660.05	2322.22	902.02	1592.93	1742.74	1146.46	1824.21	4089.25	965.98	1919.71	2383.95	5616.59	676.45	378.93	1351.56	963.75	0.36	377.58	1039.81	0	4350.58	8419.64	2422.16	1785.99	1044.09	2224.69	2369.49	3265.41	700.28
BJ:BJ:34		5355.87	4169.81	554.9	3171.57	482.61	10087.55	394.53	6066.78	492.25	1455.04	1077.74	2419.01	1269.82	613.97	703.32	13163.09	2715.48	1030.17	465.73	5348.48	0	0	24525.96	400.25	735.57	913.12	1579.36	398.34	3767.34	969.04	1247.96	11542.33	4850.71	0	29873.01	3540.35	2596.49	2229.61	4589.4	1526.11	966.03	962.67	0	2709.92	1721.95	1414.81	2974.11	3233.99	1752.07	1047.39	3399.11	2509.33	2497.33	6933.14	1312.01	5305.81	2652.11	7395.79	1331.99	873.33	3941.54	5079.95	4825.66	4128.37	4528.74	6714.15	3112.38	2876.11	2051.78	22517.57	2836.84	4730.88	1373.86	1339.52	5763.48	2810.81	7155.11	2982.33	2147.86	3043	2739.88	4413	5844.28	1040.04	3178.8	1167.77	10204.78	5673.2	1203.64	2566.01	3645.05	11710.96	2169.22	4240.67	3861.13	681.4	1784.3	879.64	1573.02	4920.88	2846.82	2029.73	736.33	3537.42	224.75	275.69	992.5	2138.88	10.17	248.17	2022.78	0	13419.67	8915.1	2230.58	2543.84	537.24	1575.25	732.19	2416.43	1050.76
BJ:BJ:35		4453.89	3802.76	1873.45	7220.31	640.1	5941.62	1331.32	10043.82	989.73	1548.83	1285.6	3967.67	1691.29	1188.47	3185.26	17003.01	7091.94	1790.61	1003.61	6104.08	0	0	5341.14	1113.15	1364.2	1144.06	3130.44	293.1	1757.77	2379.74	2332.9	9596.98	2392.55	0	18657.42	2450.4	1664.67	3398.18	5063.95	762.87	2207.12	1813.94	0	1169.7	2499.59	1583.55	1401.03	2466.87	1721.42	2079.35	1531.86	2205.89	3182.78	5481.91	2687.64	2763.61	2283.84	2837	1544.2	2351.54	1896.09	2218.57	3073.24	2253.12	2608.81	2619.41	1118.15	1560.91	2115.09	9171.54	3545.33	6752.82	1386.49	995.65	2698.83	4269.46	3727.7	1127.73	1713.64	1888.53	2073.26	2542.1	3108.55	354.95	2540.94	1480.42	7966.17	3189.24	714.81	1384.98	1753.24	4017.8	1813.64	1847.65	1829.96	1907.67	2818.78	1041.1	1641.91	5110.28	2293.63	1666.73	1338.38	4310.77	264.16	1904.44	1389.88	999.27	26.36	1190.95	3069.76	0	6611.51	7284.11	3611.03	1887.82	1055.34	3282.61	1416.67	4948.12	1000.14
BJ:BJ:36		7754.43	4696.07	2538.91	12517.38	1248.71	5476.39	312.32	7622.08	1476.84	2294.58	1363.4	4398.74	527.5	1673.3	1271.34	22031.86	16844.45	2865.84	1929.03	239	0	0	858.43	216.1	465.44	1006.53	2877.44	530.45	4688.56	6185.29	1461.96	11008.76	3519.12	0	16093.06	3094.74	2310.62	3950.94	11668.12	1151.5	1304.68	1915.66	0	256.1	918.61	1368.46	1088.03	2195.91	826.14	1797.95	1248.13	2445.51	2871.57	3319.96	2298.08	2485.78	1556.57	3269.93	1867.2	3651.82	2200.2	1597.17	1578.38	1516.3	2093.97	3009.99	1092.7	1687.99	1971.91	8444.44	2660.32	4223.23	690.31	1877.53	2771.73	3487.72	5193.55	959.03	1253.69	2247.32	1842.58	2742.12	3729.57	549.77	1358.71	960.99	7097.2	2577.59	627.6	1017.52	1759.21	3641.27	1061.49	1896.1	881.9	1278.84	1421.14	894.73	2194.63	2229.63	1561.57	1514.45	1562.96	6391.52	423.05	376.06	1247.29	535.64	154.99	600.21	862.47	0	6272.9	9196.8	6153.05	1016.54	1396.8	1736.77	1632.28	4353.99	880.04
BJ:BJ:37		4927.97	5980.75	2691.09	10567.4	1046.67	5292.77	1035.12	10114.7	1489.44	1444	387.9	3646.67	784.1	777.66	1876.94	57275.47	13234.45	3361.72	2120.03	6578.41	0	0	893.83	1412.78	2785.64	1390.71	1716.85	978.23	4419.93	2807.52	1868.8	7385.35	2685.73	0	9817.61	2843.87	2224.84	2760.04	7170.2	851.27	2114.67	3074.99	0	1545.91	2247.68	894.91	952.73	2671.47	1108.56	1738.68	1647.21	2946.39	3089.39	4269.07	2116.17	1127.8	1261.51	1723.59	2159.81	3944.11	924.88	733.5	1409.89	1056.19	1557.41	1174.28	440.55	791.91	1522.95	4318.89	3680.26	6805.19	1552.02	1446.1	2277.9	4003.93	3224.69	541.84	1318	1911.91	995.93	1382.54	3204.03	507.94	1229.68	1357.69	5751.91	1560.43	541.23	609.19	1259.91	1573.12	1141.24	1038.69	391.84	2186.63	2046.59	1260.93	1646.6	3580.9	1088.66	847.53	2262.71	3426.95	382.25	1927.27	1109.23	672.89	191.53	1969.36	4640.29	0	3160.7	4530.07	3778.46	1420.35	861.86	3022.95	1535.36	3748.81	428.58
K562:K562:12		2944.91	1761.25	6312.21	529.3	4396.25	1376.33	765.81	1846.82	1410.93	2714.44	1544.2	5835.26	1226.47	1962.78	6915.2	17914.92	8413.16	3423.72	3772.84	3253.95	8729.66	13864.65	7071	2257.21	1867.13	3283.95	2969.99	3795.75	936.36	1475.78	2216.71	449.59	1639.96	0.22	0	6022.5	7554.65	1300.48	1159.45	2212.64	4118.88	1403.96	14.13	3060.84	3521.99	2150.14	1793.76	2884.07	2274.06	1728.16	1288.14	4689.15	2960.71	2724.94	2510.04	1604.58	2213.78	1707.14	1935.01	6026.58	2235.69	1966.86	2878.62	2160.75	3491.84	2015.31	2186.37	1497.84	2793.7	10570.33	3583.1	3720.54	2033.81	4061.49	2663.53	6879.98	5310.28	1475.46	3688.69	2777.69	2415.17	2025.38	5705.51	2254.41	1580.26	1755.45	16402.3	2712.42	1791.2	1573.9	2903.24	3364.73	1738.14	3125.92	1294.57	2801	2733.9	1542.08	4732.61	3466.25	1652.94	4253.48	3260	608.29	60.64	3492.03	1988.95	2673.01	0	1672.02	2409.04	0	120.96	2022.14	5727.75	981.9	2.85	5651.8	1629.94	1878.75	3486.93
K562:K562:13		1309.63	678	3966.82	1051.34	3221.42	1228.48	408.21	1357.32	749.83	2618.97	1573	6384.13	1115.81	2646.87	7126.36	26744.05	8023.17	4287.03	7400.05	2605.34	26042.11	49818.65	1966.57	1242.85	1526.81	3774.69	4176.69	3234.01	1516.02	1136.9	2667.99	219.74	394.52	0	1.68	3693.88	3996.58	995.06	1578.21	2309.93	3345.68	2241.28	0	1542.72	2239.54	3051.43	2368.42	2865.04	2613.48	1897.4	1343.34	4059.19	2563.47	1543.74	3767.26	2054.98	2284.77	1547.73	2132.5	7093.02	2947.63	2184.13	3064.47	2658.66	3874.83	2030.3	1726.92	1263.28	2710.84	8250.79	3763.82	5338.68	2127.69	3753.46	3361.24	8193.51	6410.3	2364.84	4306.9	3449.16	3632.29	2967.51	5479.46	1996.14	1950.08	1874.64	14574.42	2999.42	1833.71	1856.78	3149.57	3404.69	2050.54	4122.1	1692.11	3611.42	2929.7	1567.23	5139.46	3369.71	1696.74	3018.03	3487.15	741.27	26.97	2626.16	1452.3	2040	0	522.66	3488.45	0	178.58	1458.39	4765.1	851.25	34.56	4994.88	2750.24	3190.08	3685.13
K562:K562:14		1153.88	834.35	3901.6	504.4	2843.8	821.22	714.38	2312.29	1081.17	2944.86	1663.45	5776.85	1485.03	3041.86	5178.97	23479.79	6106.79	4276.05	4324.72	2798.25	30169.9	51469.19	13831.11	1676.42	1163.91	3787.71	3668.88	3464.18	864.18	1728.17	2505.34	626.74	1196.18	0	0	4270.13	4856.63	1228.69	1264.33	2881	4900.78	1797.77	0	1448.21	3510.76	2724.98	1940.09	2789.59	2232.99	2094.82	1434.9	4239.07	2673.94	1837.87	2850.75	2280.86	2346.95	2061.77	1833.53	4972.9	2455.24	2026.43	3230.09	2383.18	2794.88	2247.69	2050.01	1659.76	1811.65	9840.2	5073.25	4520.24	2399.78	2272.03	3034.69	6327.63	3463.6	2839.67	4286.37	2790.14	3036.71	3342.25	4875.74	1280.13	1598.56	2183.79	14349.4	2684.66	2189.15	1780.37	2675.81	3011.48	1582.29	2879.61	1324.61	3601.96	3892.27	1619.57	4925.83	3555.46	1474.65	3936.42	3493.26	786.98	13.56	3229.09	1903.76	2199.48	0	1831.57	2877.49	0	120.77	1527.82	3514.1	785.97	3.23	4810.67	2184.38	2197.2	3957.21
K562:K562:15		1408.17	1377.12	4011.42	1268.77	2835.66	1760.31	513.24	1375.67	1014.32	2199.46	1304.61	6136.23	1215.34	2623.37	5610.21	20024.47	7144.13	4139.21	1574.42	2468.17	8420.26	13088.06	9128.73	2063.88	2064.2	5719.04	4684.47	3580.88	1765.04	1751.16	3065.15	757.96	656.66	0	6.92	5973.23	5893.11	1083.34	842.67	2648.32	5064.73	1385.05	0	1697.4	3407.42	2725.94	1888.82	2807.88	2829.19	2340.11	1865.92	4166.47	2472.87	1479.7	3350.66	2733.92	2532.73	2210.54	2266.84	5220.29	2934.99	2011.5	3085.41	2168.31	3058.36	2054.91	2421.81	1691.82	2549.79	11889.48	3834.42	5425.88	2481.84	2834.31	3351.6	6962.73	6061.46	3012.37	4318.08	3447.99	2755.32	3460.39	6276.02	1222.88	1674.86	1310.45	17458.93	3018.14	2380.7	1931.85	3067.05	3542.34	1999.54	3503.99	1380.14	3448.12	3225.12	1798.24	4894.28	3183.95	1876.36	4546.7	3339.45	961.49	31.41	2959.33	1971.05	1678.15	7.73	1562.91	3009.28	0	485.73	1617.13	3389.1	946.17	47.14	5344.64	2587.3	2824.21	3578.69
K562:K562:16		1550	773.72	4807.79	964.43	3015.65	1477.02	494.78	1839.09	1276.61	2626.09	1586.56	4378.59	1601.05	2183.03	6346.08	19128.94	8323.91	4047.38	4620.86	2428.15	31739.54	48199.07	136.15	1241.88	1797.33	5080.99	4747.49	3524.62	279.59	1758.88	2888.85	393.85	735.97	0	0	3282.39	4045.71	976.08	857.4	1677.33	5585.07	2108.9	0	2175.44	3236.11	2214.36	1861.15	2703.97	2285.99	2039.96	1401.8	5988.2	3470.45	2178.39	1868.21	3633.99	2575.91	2880.33	2503.04	3989.42	2522.01	2207.56	2592.87	2319.28	2809.11	2129.77	1690.33	1352.93	2678.8	8233.12	3710.36	4941.74	1655.77	3051.79	2355.74	6843.63	6076.72	2571.13	4341.21	2893.87	2958.66	2775.18	4911.06	2449	1408.72	2032.92	12128.08	2801.88	1786.75	1764	2422.47	2706.12	1771.55	2885.52	1127.34	3042.93	2911.66	1279.57	4482.55	3050.79	1644.62	4204.04	2779.53	617.27	9.34	2934.82	1576.55	2216.6	0	1152.52	2308.35	0	222.62	982.13	4056.2	926.46	3.03	4127.27	1655.42	2024.55	3424.92
K562:K562:17		2737.07	1984.9	8998.88	620.39	2377.8	1968.74	729.45	1307.47	1219.09	2028.57	1966.62	5980.13	1380.04	2765.67	7305.4	22755.47	9377.63	4583.69	5790.17	1248.65	22925.09	39856.87	2407.67	1440.62	478.36	2708.42	737.46	3261.22	1689.73	2882.88	2028.79	625.03	1304.82	0.21	11.2	8636.5	10153.04	914.49	1252.91	2471	2332.56	1402.37	255.43	1327.39	1408.32	3138.36	2643.17	2134.4	1876.98	1361.46	1924.55	5097.11	2512.17	1575.81	3584.48	3067.33	2204.6	1782.24	2312.16	7226.91	2229.78	2539.99	2523.12	2855.68	3200.46	2185.23	1775.22	1846.25	3697.19	7379.3	5192.86	5299.36	1607.1	4119.47	2736.44	4467.9	7029.9	2675.64	4524.88	3415.17	2044.95	2604.34	6057.59	1723.21	1855.46	1706.16	18662.76	2524.37	1755.07	1459.73	3758.95	4223.45	1898.2	2861.45	1472.63	4023.16	3851.66	1316.66	3308.97	3239.33	1815.3	3479.31	2310.92	1019.18	296.85	3050.61	1796.69	1045.62	0	772.82	1250.35	0	79.35	2694.28	5634.45	1406.61	1265.61	1180.62	680.08	1914.16	4280.49
K562:K562:18		2083.98	1138.54	3197.84	686.64	3577.75	1476.21	647.78	1698.39	1364.38	2445.65	1448.74	5726.44	1685.63	1693.81	4982.54	22377.67	6581.58	3156.56	3678.65	2943.42	30666.84	41430.98	11994.37	2082.03	1980.17	4478.5	1871.78	3769.68	705.68	1627.88	2417.58	63.7	900.52	0	22.94	6936.3	7762.86	874.34	1013.13	1947.47	5391.32	2239.04	0	3200.27	3465.39	2610.65	1410.9	1802.16	2174.32	1476.34	1390.79	4080.72	2418.13	2009.84	2451.05	2360.62	2119.48	1445.15	1538.56	2827.53	1918.95	1864.2	3064.95	2115.65	2485	1689.01	1603.24	1720.8	2334.79	8691.61	3960.98	4390.1	1722.79	2931.78	2405.96	5375.98	4672.3	2442.12	3548.53	2723.56	2097.13	3176.5	4439.77	1902.3	1394.4	1895.36	13250.21	2353.79	1827.28	1537.73	3139.6	2686.33	1617.39	3060.44	976.43	2244.01	3004.53	1744.55	4160.45	2321.61	1641.69	3322.38	2432.56	509.71	23.37	3319.47	1419.55	3206.35	0	1455.35	3330.5	0	36.21	1445.78	3727.5	993.67	2.96	3662.65	2167.91	1981.2	4673.64
K562:K562:19		1601.76	612.24	6273.97	1665.5	3428.38	3060.33	518.44	2303.7	1164.52	2312.22	1484.71	5372.88	1261.89	2363.37	8113.23	25513.49	8561.96	5002.07	6281.03	2735.02	13006.6	17060.17	536.63	1655.24	1035.4	2964.5	1626.47	7620.84	1252.57	3257.13	2402.36	1336.95	1961.94	0	0	5281.12	5596.83	885.45	1257.21	2097.19	3315.09	2975.35	107.04	796.87	2957.84	2339.1	1757.09	2621.75	2610.72	2035.65	1330.47	3718.48	3767.43	2325.39	2549.35	2938.29	3356.25	2456.3	2035.02	4966.53	2015.48	2256.03	2448.62	1966.32	2948.8	1810.98	1821.51	1487.74	2672.16	8261.15	3464.86	4873.93	2144.38	2767.56	2912.69	7845.35	6125.07	2203.94	2682.34	2738.74	2774.23	2547.07	4131.25	1472.41	1598.94	1845.3	14199.63	2529.78	1516.74	1538.8	2748.65	3035.54	1796.43	3072.28	1272.02	3275.38	3336.8	1933.03	4111	3294.74	2283.66	3951.57	3073.45	1524.58	34.78	2372.74	1794.08	2653.71	0	1424.19	4644.12	0	541.94	2104.15	5409	968.07	5.8	4759.21	1815.59	3217.53	3893.98
K562:K562:20		3485.48	2365.93	18867.99	989.42	2563.68	3651.93	1133.85	2145.8	1754.03	1303.72	1642.73	8235.33	715.68	2385.91	9831.37	91382.64	12968.32	5320.82	2277.35	1413.63	3201.45	895.06	885.31	1783.88	473.95	1473.84	658.91	5168.29	507.95	5084.13	2119.86	2163.35	1822.83	0	0	5398.8	6049.18	718.41	1129.33	819.15	1120.25	2358.04	0	721.46	1907.07	2497.58	2365.28	1995.36	1745.84	1767.18	1518.25	4825.87	3148.84	2338.29	2919.61	2164.94	2921.52	1493.27	1416.58	7747.71	2178.95	2176.97	1653.84	2366.75	2462.26	1874.47	886.53	1778.82	2288.75	9309.56	2515.16	5064.59	1725.83	3285	3430.3	8124.71	5126.15	1583.17	3304.68	2252.41	2411.37	1926.22	5921.14	1465.33	2150.03	1096.78	15077.09	2610.02	1305.38	1152.68	2978.95	4504.21	1609.87	2774.76	952.51	3048.06	3205.59	1298.1	2483.11	2240.49	1312.5	3155.66	1452.6	732.64	213.52	1404.01	1043.59	861.38	0	1610.66	2985.98	0	1764.91	2099.21	7133.62	1716.79	566.43	3050.75	1063.5	2370.53	1592.46
