#sample	CD24	NBR2	CACNG3	CENPE	CENPF	FUT9	IQGAP2	TMSB15A	FAM107A	SLC38A10	SEZ6	MITD1	TMEM155	CSRP2	NKAIN2	ACSBG1	MLC1	SATB2	GABRA1	GFAP	GJA1	GLI3	TNC	APOE	KCNK1	TM4SF1	MGST1	NELL2	NUSAP1	GULP1	BACH2	RYR3	NEUROD6	MRPS5	SLA	SSRP1	TFAP2C	TOP2A	VCAM1	VIM	LRRC2	SH3TC2	FAT4	VASH2	CSRNP3	MROH9	EOMES	ADGRV1	ENC1	IFITM1
7:fetal_quiescent:SRR1975007	0.958726	0	0	0	0	0	0	0.892386	0	0	0.710516	0.308519	0	0.987561	0.984357	0	0	0.988315	0	0	0	0	0	0	0	0	0	0.755937	0	0.067377	0	0	0.910667	0.450151	0.549755	0.596306	0	0	0	0	0	0	0.318319	0.619299	0.952695	0	0	0	0.954391	0
7:fetal_quiescent:SRR1975008	0.965124	0	0	0	0	0	0	0.735332	0	0	0.450782	0	0	0	0.395046	0	0	0.765645	0	0	0	0	0	0	0	0	0	0.569426	0	0	0.713168	0	0.955671	0.720665	0	0	0	0	0	0	0	0	0	0	0.984029	0	0	0.455508	0.940678	0
7:fetal_quiescent:SRR1975006	0.978282	0	0	0	0	0	0	0.950971	0	0	0	0.816387	0.026818	0.918065	0.869036	0	0	0.953932	0	0	0	0	0	0	0	0	0	0.967094	0	0	0.724910	0	0.494571	0	0	0	0	0	0	0	0	0	0.698256	0	0.982889	0	0	0	0.892399	0
7:fetal_quiescent:SRR1975005	0.767459	0	0	0	0.343962	0	0.019520	0.517701	0	0	0	0	0.074442	0.920223	0.965567	0	0	0.724297	0	0	0	0	0	0	0	0	0	0.994423	0	0	0.993938	0	0.856450	0.708050	0.940349	0	0	0	0	0	0	0	0	0.966537	0.900339	0	0	0	0.846751	0
7:fetal_quiescent:SRR1975004	0.894135	0	0	0	0	0.079825	0	0.826478	0	0	0.439766	0	0	0.948163	0.919445	0	0	0.992942	0	0	0	0	0	0	0	0	0	0.897785	0	0	0.558530	0	0.981991	0	0.953760	0	0	0	0	0	0	0.053298	0.585787	0	0.715989	0	0	0.274763	0	0
7:fetal_quiescent:SRR1975003	0.586175	0	0	0	0	0	0	0.823995	0.367083	0	0	0	0	0.910475	0	0	0	0.512028	0	0	0	0	0	0	0	0	0	0.390378	0	0	0.787454	0	0.858100	0	0.934836	0.499695	0.667783	0	0	0	0	0	0.227771	0	0.954324	0	0	0	0.973508	0
7:fetal_quiescent:SRR1975001	0.921618	0	0	0	0	0	0	0.739800	0	0	0	0	0	0	0	0	0	0.605225	0	0	0	0	0	0	0	0	0	0.447029	0	0	0.720472	0	0.501611	0	0.537223	0	0	0	0	0	0	0	0	0	0.772369	0	0	0.460272	0.329814	0
7:fetal_quiescent:SRR1975002	0.770704	0	0	0	0	0	0	0.757737	0	0	0	0	0	0	0	0	0	0.463749	0	0	0	0	0	0	0	0	0	0.480106	0	0	0.535662	0	0.353669	0.552019	0	0	0	0	0	0	0	0	0	0	0.520189	0	0	0.353669	0.908046	0
7:fetal_quiescent:SRR1974999	0.950666	0	0	0	0	0	0	0.869010	0	0.459881	0	0	0	0.774312	0	0	0	0	0	0	0	0.155089	0.085909	0	0	0	0	0	0	0	0.838673	0.028353	0.353558	0	0.353558	0.477318	0.069322	0	0	0	0.251489	0.324355	0	0.810887	0.429118	0	0	0.505529	0.707117	0
7:fetal_quiescent:SRR1975000	0.915273	0	0	0	0	0.894314	0.260424	0.736232	0	0	0.491639	0.563211	0	0.811817	0.594649	0.882497	0	0.961873	0.956968	0	0	0.083835	0	0	0	0	0	0.546711	0.350056	0	0.973467	0.652620	0.932441	0.260424	0.634114	0.709253	0	0	0	0	0	0	0.392308	0	0.545373	0	0	0.280825	0	0
7:fetal_quiescent:SRR1974998	0.855505	0	0.344041	0	0.887952	0.717499	0.270063	0.389574	0	0	0.359615	0	0	0.915639	0.718581	0	0	0.987021	0	0	0	0	0	0	0	0	0	0.720528	0.025525	0.385572	0.224746	0.193489	0.939650	0.852369	0.240320	0	0	0.505083	0	0	0	0	0	0	0.908501	0	0	0	0	0
8:fetal_replicating:SRR1974997	0.956311	0	0	0.462985	0.987460	0.782160	0	0.966424	0	0.324231	0	0.809061	0	0	0	0	0	0.199029	0	0	0.018103	0	0	0	0	0	0	0	0.925162	0.213794	0.070388	0	0	0.199029	0	0.609426	0.352043	0.691343	0	0	0	0	0	0	0.259608	0	0	0.251011	0	0
7:fetal_quiescent:SRR1974995	0.562319	0.214493	0	0	0.554150	0.064032	0	0.641897	0	0	0	0	0	0.861660	0.699605	0	0	0.919631	0	0	0	0	0.181291	0	0	0	0	0.966008	0	0	0.797892	0	0.519631	0.459289	0.850066	0	0	0	0	0.298946	0	0	0	0.426746	0.908300	0	0	0.298946	0.599736	0
7:fetal_quiescent:SRR1974996	0.975901	0	0.724656	0	0	0.878909	0	0.349831	0	0	0.493129	0	0	0.711014	0.568612	0	0	0.821649	0.675762	0	0	0	0	0	0	0	0	0.568811	0	0	0.871141	0	0.857598	0.731129	0.963951	0	0	0	0	0	0	0	0.844652	0.042123	0.800438	0	0	0.277036	0	0
7:fetal_quiescent:SRR1974994	0.976509	0	0.429003	0	0	0	0	0.729659	0.866142	0	0	0.100919	0	0.564829	0.273885	0	0	0.807612	0	0	0	0	0	0	0	0	0.232415	0.991864	0.232415	0.408071	0.856168	0.689239	0.984252	0.403281	0.847113	0.418241	0	0.139764	0	0	0.121391	0	0.715617	0.932283	0.914698	0	0	0	0.933071	0
7:fetal_quiescent:SRR1974993	0.983723	0	0	0	0.413305	0.661949	0	0	0.102854	0	0	0	0	0.939372	0.381576	0	0	0.865770	0	0	0	0	0.188960	0	0	0	0	0.850436	0	0	0	0	0.995754	0	0.317528	0.525006	0	0	0	0.917905	0	0	0	0.320477	0.640245	0	0	0.493984	0.514036	0
7:fetal_quiescent:SRR1974992	0.413495	0	0	0	0.945872	0	0	0.892734	0	0	0.036085	0	0	0.971083	0.837123	0	0	0.984182	0	0	0	0	0	0	0	0	0	0.755808	0	0.195007	0	0	0.815126	0.453040	0.879387	0.552645	0	0	0.215274	0	0	0	0	0	0.651013	0	0	0	0.995798	0.215274
7:fetal_quiescent:SRR1974990	0.982227	0	0.716486	0	0	0	0	0.845802	0.072021	0	0.772850	0.259733	0	0.991198	0.675271	0	0	0.986121	0	0	0	0	0	0	0	0	0	0.894211	0	0	0.625423	0	0.987136	0	0.962932	0.544008	0	0	0	0	0.128301	0.045447	0.711070	0	0.972410	0	0	0.101049	0.580061	0
8:fetal_replicating:SRR1974989	0.552978	0	0	0.896144	0.979572	0.134975	0.878007	0.946544	0.997136	0.481100	0	0	0	0.827415	0	0.345456	0.517087	0.235204	0	0.759641	0	0.761359	0.730431	0	0	0	0.836388	0.126957	0.957426	0	0	0	0.621802	0.692631	0.235204	0	0.550592	0.921726	0	0.946163	0	0	0.235204	0	0	0.173540	0	0.857961	0.383734	0.248568
7:fetal_quiescent:SRR1974991	0.947243	0	0	0	0.791587	0	0.272695	0.650665	0	0	0.040518	0	0	0.887833	0	0	0	0.961264	0	0	0.041944	0	0.064520	0	0	0	0	0.850285	0	0	0.665637	0.021150	0.944154	0	0.993108	0	0	0	0	0	0.464591	0.220413	0.272695	0.709125	0.437025	0	0	0.159102	0.737643	0
7:fetal_quiescent:SRR1974986	0.949451	0	0.959776	0	0	0	0	0.799097	0	0	0.813078	0	0	0.993977	0	0	0	0.886427	0	0	0	0	0	0	0	0	0	0.844268	0	0	0.323510	0	0.972467	0.573457	0.990105	0.638202	0	0	0	0.403313	0.093353	0	0.984298	0	0.866208	0	0	0	0	0
7:fetal_quiescent:SRR1974987	0.649798	0	0	0	0	0	0	0.702557	0	0	0.247376	0	0	0.996231	0.946433	0	0	0.968775	0	0	0	0	0	0	0	0	0	0.909287	0	0	0	0	0.973082	0	0.523015	0	0.105922	0	0	0	0.226649	0	0.612113	0	0	0	0	0.668102	0.977389	0
7:fetal_quiescent:SRR1974988	0.916684	0.113465	0.033102	0	0	0.447240	0	0.865146	0.904461	0	0.942758	0.762070	0	0	0.561010	0	0	0.879201	0	0	0	0	0	0	0	0	0	0.772662	0	0	0.231819	0.311672	0.627215	0.960481	0.952332	0.951518	0	0	0	0	0.160725	0	0	0	0.218884	0	0	0.160725	0.935221	0
7:fetal_quiescent:SRR1974984	0.894222	0.329752	0	0	0	0	0	0.906877	0	0	0.618911	0.724212	0	0.997851	0.421323	0	0	0.989733	0	0	0	0.091929	0	0	0	0	0	0.829035	0	0	0.944604	0.169890	0.174785	0.356017	0.936485	0.830229	0	0	0	0	0.235793	0	0.348376	0.820917	0.603868	0	0	0.063634	0.807545	0
7:fetal_quiescent:SRR1974985	0.898709	0	0.851090	0	0	0.561340	0	0.758475	0	0	0	0.713882	0	0.983253	0.980226	0	0	0.975182	0	0	0	0	0	0	0	0	0	0.689467	0	0.743039	0	0	0.993543	0.856538	0	0	0	0	0	0	0	0	0	0	0.838579	0	0	0	0	0
7:fetal_quiescent:SRR1974983	0.979172	0	0	0.123517	0	0	0	0.844450	0.144477	0.178223	0	0	0	0	0.452544	0	0	0.634590	0	0	0	0	0	0	0	0	0	0.912207	0.114158	0	0.506987	0.352623	0	0	0	0.406802	0	0	0	0	0	0.224097	0	0	0.717901	0	0	0	0.452544	0
7:fetal_quiescent:SRR1974982	0.946306	0	0	0	0	0.234196	0	0.892993	0	0	0.927075	0	0	0.871668	0	0	0	0.992765	0	0	0	0	0	0	0	0	0	0.911081	0	0	0.621097	0	0.995811	0.849200	0.564928	0	0	0	0	0.698020	0	0.059311	0.933549	0.465156	0.930122	0	0.069593	0	0.675933	0
7:fetal_quiescent:SRR1974981	0.994640	0	0.220846	0.296248	0	0.531943	0	0.652615	0	0.179849	0.663190	0.579313	0	0.988845	0.682095	0	0	0.895987	0.978995	0	0	0	0	0	0	0	0	0.994061	0	0.068883	0.684775	0.711285	0.995799	0.382587	0.927713	0	0	0	0	0	0	0	0	0.771404	0.985224	0	0	0.125380	0.176735	0
7:fetal_quiescent:SRR1974980	0.907140	0	0.190363	0	0	0.664053	0	0.812423	0	0	0.502064	0	0	0.867520	0.836360	0	0	0.953364	0	0	0.147854	0	0	0	0	0	0	0.685514	0	0	0.341209	0.563558	0.986587	0.450475	0.976475	0	0	0	0	0.743706	0	0	0	0.739579	0.956253	0.175402	0	0	0	0
7:fetal_quiescent:SRR1974979	0.938302	0	0	0	0	0	0	0.368960	0	0	0.297161	0	0	0	0.403221	0	0	0.685777	0	0	0	0	0	0	0	0	0	0.905269	0	0	0.535081	0.106197	0.954409	0	0.975976	0.671035	0	0	0	0	0	0	0	0.238193	0	0	0	0.559651	0.658204	0
7:fetal_quiescent:SRR1974978	0.738140	0	0	0	0	0	0	0.680723	0	0	0.879330	0	0	0.959526	0	0	0	0.980045	0	0	0	0	0	0	0	0	0	0.996423	0.723456	0	0.974209	0.450678	0.993223	0	0.826242	0.648532	0	0	0	0	0	0	0.794992	0.774285	0.956514	0	0	0	0.982681	0
7:fetal_quiescent:SRR1974977	0.951246	0	0	0.172914	0	0	0	0	0.060455	0	0.256663	0	0	0.761647	0.443987	0	0	0	0	0	0	0.222752	0	0	0	0	0	0.910293	0	0	0.929144	0.828386	0.063164	0.792199	0.721560	0.837053	0	0	0	0	0	0	0.806934	0	0.291008	0	0	0.754280	0	0
7:fetal_quiescent:SRR1974976	0.977547	0	0	0	0	0	0	0.915026	0.095337	0	0.280484	0	0	0.987565	0	0	0	0.996200	0	0	0	0	0	0	0	0	0	0.498273	0	0	0	0	0.950259	0	0.836269	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244732	0
7:fetal_quiescent:SRR1974975	0.938534	0	0.251792	0	0	0	0	0.726020	0.215270	0	0.311742	0.620452	0	0	0.414691	0	0	0.945149	0	0	0	0	0	0	0	0	0	0.613837	0	0.272464	0.506753	0	0.995865	0.085722	0.536521	0.933021	0	0	0	0.255375	0	0	0.874035	0.685502	0.868798	0	0	0	0	0
7:fetal_quiescent:SRR1974974	0.793756	0	0	0	0	0	0	0	0	0	0.359981	0	0	0.820877	0.782718	0	0	0.912646	0	0	0	0	0	0	0	0	0	0.589719	0	0	0.562599	0	0.893409	0.665090	0.840744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7:fetal_quiescent:SRR1974973	0.930874	0	0	0	0	0.683948	0	0.498837	0	0	0.191426	0	0	0.767697	0	0	0	0.426554	0	0	0	0	0	0	0	0	0	0	0	0	0.719840	0	0.242772	0	0	0.775673	0	0	0	0.491525	0	0	0	0.520439	0	0	0	0	0	0
7:fetal_quiescent:SRR1974972	0.969031	0.155594	0	0	0	0	0	0	0	0	0.193182	0	0	0.958292	0.988511	0	0	0.992757	0	0	0.020729	0	0	0	0	0	0	0.977772	0	0	0.499001	0	0.575175	0	0.519481	0.588162	0	0	0	0.924076	0.136364	0	0	0	0	0	0	0.007867	0.926823	0
7:fetal_quiescent:SRR1974971	0	0	0	0	0	0	0	0.798858	0	0	0.482539	0	0	0	0.643049	0	0	0.331934	0	0	0	0	0	0	0	0	0	0.110813	0	0	0.447952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.788784	0
7:fetal_quiescent:SRR1974970	0.817577	0	0	0	0	0	0	0.634006	0.051400	0	0.079738	0.592474	0	0.983249	0	0	0	0.990821	0	0	0	0	0	0	0	0	0	0.914640	0	0	0.787976	0	0.939192	0	0.923589	0.731299	0	0	0	0	0	0	0.236921	0.907067	0.743460	0	0	0	0.900413	0
7:fetal_quiescent:SRR1974969	0.531321	0	0.473480	0	0	0.597851	0	0.856653	0.062071	0	0.657750	0	0	0.693416	0.011888	0	0	0.863512	0	0	0	0	0	0	0.358139	0	0	0.811614	0.931184	0	0.966621	0	0.820530	0.529950	0.684957	0.760402	0	0	0	0	0	0	0.719707	0.406950	0	0	0	0	0.076132	0
7:fetal_quiescent:SRR1974968	0.873381	0	0	0	0	0.732086	0	0.596547	0.085612	0	0.880863	0	0	0.638273	0.356115	0	0	0.934388	0	0	0	0	0	0	0	0	0	0.981583	0	0	0.309784	0	0.511655	0	0.430504	0.863597	0	0	0	0	0	0.179281	0	0.867338	0.246043	0	0	0	0	0
7:fetal_quiescent:SRR1974967	0.849821	0.070861	0	0.057278	0	0	0	0.814710	0.055613	0	0.043183	0	0	0.507432	0.160943	0	0	0.974628	0	0	0	0	0	0	0	0	0	0.996925	0	0	0	0	0.957201	0	0.968734	0	0.045233	0	0	0.713224	0	0	0.807022	0.456945	0.289467	0	0	0	0	0
7:fetal_quiescent:SRR1974965	0.955776	0	0.403754	0	0	0.988516	0	0	0.042852	0	0.301508	0.468461	0	0.885842	0	0	0	0.714775	0	0	0	0	0	0	0	0	0	0.982173	0.006685	0	0.938636	0.367501	0.961433	0.616558	0.379328	0.284967	0	0	0	0	0	0	0.927665	0.220346	0.934522	0	0	0.708948	0.858245	0
7:fetal_quiescent:SRR1974966	0.712942	0	0	0.995299	0.806416	0	0.024060	0.403485	0	0	0.852876	0.445105	0	0	0.178789	0	0	0.982854	0	0	0	0	0	0	0	0.010785	0	0	0	0	0.704369	0	0.966538	0.178789	0.981471	0.897677	0	0	0	0	0	0.135094	0.887721	0	0.340155	0	0	0	0	0
7:fetal_quiescent:SRR1974964	0.835726	0	0.179426	0	0	0	0	0.786550	0	0	0.229001	0	0	0	0.927698	0	0	0.763424	0	0	0	0	0	0	0	0	0	0.950027	0	0	0.719032	0.358852	0.992026	0	0.907496	0	0	0	0	0	0	0	0.631579	0.305290	0	0	0	0	0	0
7:fetal_quiescent:SRR1974963	0.909676	0	0	0	0	0.510517	0	0.535264	0	0	0.339025	0	0	0.972532	0.575353	0	0	0.629795	0	0	0	0.051225	0	0	0	0	0	0.959169	0	0	0.310195	0.091190	0.592923	0.228161	0.989359	0	0	0	0	0	0	0	0	0	0.604306	0	0	0	0.142168	0
7:fetal_quiescent:SRR1974961	0.860584	0	0	0	0	0	0	0.593086	0.106546	0	0.777841	0	0	0	0	0	0	0.334231	0	0	0	0.279541	0	0	0	0	0	0.947294	0.279541	0	0.423066	0	0.525361	0.190281	0.380278	0.882120	0	0	0	0	0	0	0.410881	0.962596	0	0	0	0.715500	0.465854	0
7:fetal_quiescent:SRR1974962	0.921512	0	0	0	0	0	0	0	0	0	0.164996	0	0	0	0.497565	0	0	0	0	0	0	0.054999	0	0	0	0	0	0	0	0	0.217416	0	0	0.673160	0	0	0	0	0	0	0	0	0.374821	0.964194	0.662561	0	0	0	0	0
7:fetal_quiescent:SRR1974960	0.970953	0	0	0	0	0	0	0.566118	0	0	0.279200	0	0	0.980500	0	0	0	0.992891	0	0	0	0	0	0	0	0	0	0.299309	0.088361	0	0.581658	0	0.876904	0.139244	0.870607	0	0	0	0	0	0	0	0.848873	0.926468	0.796466	0	0	0	0.150315	0
7:fetal_quiescent:SRR1974959	0.956304	0	0	0	0.784348	0	0	0.849130	0	0.353913	0.156304	0	0	0.242935	0.980652	0	0	0.991957	0	0	0	0	0	0	0	0	0	0.914565	0.401304	0.066630	0.978913	0	0.960870	0.717609	0.768043	0.301304	0	0	0	0.453804	0	0	0.917609	0	0.624565	0	0.079783	0	0	0
7:fetal_quiescent:SRR1974958	0.942425	0	0	0	0	0	0	0	0	0	0.415528	0	0	0	0.384705	0	0	0.955220	0	0	0	0	0.167927	0	0	0	0	0.837744	0	0	0.056557	0.039401	0.813899	0	0.991277	0	0	0	0	0.302850	0	0	0.302850	0.660948	0.384705	0	0	0	0.980227	0
7:fetal_quiescent:SRR1974957	0.978398	0	0	0	0	0	0	0	0.096117	0	0.213153	0.343177	0	0.401832	0.373530	0	0	0.875581	0	0	0	0	0	0	0	0	0	0.649303	0.008750	0	0.241591	0	0.970741	0.198660	0.945857	0.331282	0	0	0	0	0	0	0.989062	0.273585	0.251982	0	0.002871	0	0.971835	0
7:fetal_quiescent:SRR1974956	0.997037	0	0	0	0	0.068824	0	0.451003	0	0	0.433113	0	0	0.608250	0.573838	0	0	0.750912	0	0	0	0	0	0	0	0	0	0.938924	0	0	0.703510	0.662261	0.884002	0.307999	0.888560	0.892890	0	0	0	0.788058	0	0	0.371012	0.990656	0.873519	0	0	0.189494	0.465132	0
7:fetal_quiescent:SRR1974955	0.905670	0.096834	0	0	0.698110	0	0	0.743499	0	0	0.667986	0.885963	0	0.837668	0	0	0	0.957357	0	0	0	0	0	0	0	0	0	0.984655	0	0.196656	0.960749	0.777903	0.977710	0	0	0.058472	0	0	0	0.300113	0	0	0.896140	0.896624	0.659667	0	0	0.611210	0.827976	0
7:fetal_quiescent:SRR1974954	0.772039	0	0	0	0.719146	0.150484	0	0.729079	0.053886	0	0.119320	0	0	0.868885	0.909610	0	0	0.701515	0.031413	0	0	0	0	0	0	0	0	0.583561	0	0	0.580581	0	0.981872	0	0.954557	0.334741	0	0	0	0.241992	0	0	0.934194	0	0	0	0	0	0	0
7:fetal_quiescent:SRR1974953	0.821885	0	0	0	0	0	0	0.782932	0.075528	0	0.254237	0.470711	0	0	0.813262	0	0	0.783527	0	0	0	0	0	0	0	0	0	0.143176	0	0	0.794231	0.729111	0.994053	0	0.370354	0	0	0	0	0	0	0	0.837942	0.896521	0	0	0	0	0	0
7:fetal_quiescent:SRR1974952	0.491713	0	0	0	0.718692	0	0	0.301335	0	0	0.206837	0.803867	0	0.394222	0.988029	0	0	0.967311	0	0	0	0.074471	0	0	0	0	0	0.949586	0	0	0.726059	0	0.958794	0	0.937385	0.353361	0	0	0	0.925645	0	0	0.903315	0.707988	0	0	0	0	0	0
7:fetal_quiescent:SRR1974949	0.724300	0	0	0	0	0	0	0.577161	0	0	0.022789	0.345677	0	0.994303	0.981422	0	0	0.895467	0	0	0	0	0	0	0	0	0	0.377508	0	0	0.244488	0	0.695071	0	0.584593	0.182314	0	0	0	0.313599	0	0	0	0.934605	0.902403	0	0	0	0.493683	0
7:fetal_quiescent:SRR1974950	0.971353	0	0	0	0	0	0	0	0	0	0.958355	0	0	0.757294	0	0	0	0.846684	0	0	0	0	0	0	0.457029	0	0	0.432759	0.919098	0	0.952785	0	0.882228	0	0.878780	0	0	0	0	0.673475	0	0	0	0.446552	0.388859	0	0	0	0.982493	0
7:fetal_quiescent:SRR1974951	0.754981	0.099613	0	0	0	0	0.377936	0.818020	0.081921	0	0.458371	0	0	0.482307	0.187481	0	0	0.187481	0	0	0	0	0	0	0	0	0	0.309694	0	0	0.232530	0	0.948855	0	0.384329	0	0	0	0	0	0	0	0.111805	0.885222	0.924175	0	0	0	0.976806	0
7:fetal_quiescent:SRR1974947	0.470331	0	0	0	0	0	0	0.570413	0	0	0.663385	0.907028	0	0.923161	0	0	0	0.993984	0	0	0.099945	0	0	0.134673	0	0	0	0.733115	0	0	0.319798	0	0.979218	0.687449	0.856440	0	0	0	0	0.829095	0	0.062209	0.443260	0	0	0	0	0	0	0
7:fetal_quiescent:SRR1974948	0.794808	0	0	0	0	0	0	0.743201	0.097342	0	0.271014	0.023022	0	0	0.312114	0	0	0.483931	0	0	0	0	0	0	0	0	0	0.342244	0	0	0.936032	0	0.626391	0.479913	0	0	0	0	0.161928	0	0	0	0.934178	0	0.535229	0	0	0	0	0
8:fetal_replicating:SRR1974946	0	0	0.282003	0.912303	0.953450	0	0	0.537822	0	0	0.346426	0	0	0.830840	0.345802	0	0	0	0	0	0	0.136118	0	0	0	0	0	0	0.884040	0.830424	0.172901	0	0.412926	0.703242	0.282003	0	0	0	0	0	0	0	0.635495	0	0	0	0	0	0.185993	0
7:fetal_quiescent:SRR1974945	0.824453	0	0.156031	0	0	0.231206	0.795539	0.260636	0	0.413259	0.674411	0	0	0.816192	0.970054	0	0	0.995663	0	0	0	0	0	0	0	0	0	0.542338	0	0	0.865551	0	0.977695	0.631144	0.984511	0	0	0	0	0	0	0	0.819496	0.843660	0	0	0	0	0.896943	0
7:fetal_quiescent:SRR1974944	0.952339	0	0.117553	0	0	0	0	0.260680	0.690352	0	0.129759	0	0	0.951613	0.676983	0	0	0.971665	0	0	0	0	0	0	0	0	0	0.993607	0	0	0.291485	0	0.985469	0.461930	0.985179	0.563790	0	0	0	0.479076	0	0	0.414269	0.693258	0.937373	0	0	0	0.951177	0
7:fetal_quiescent:SRR1974942	0.412168	0	0.912168	0	0	0.469899	0	0.505215	0	0	0.733577	0.646844	0	0	0	0	0	0.992498	0	0	0	0	0	0	0	0	0.410156	0.994328	0	0	0.910339	0.303385	0.927905	0	0.878134	0.480146	0.052790	0	0	0	0	0	0.924428	0.979872	0.529277	0	0	0	0.567612	0
7:fetal_quiescent:SRR1974943	0.963569	0	0	0.683474	0	0.962513	0	0	0	0	0.175686	0	0	0	0.245512	0	0	0.618532	0	0	0.053722	0.975449	0	0	0	0	0	0.726505	0.022571	0	0.427402	0	0	0.160507	0.245512	0.652587	0	0	0	0	0.127904	0	0.245512	0	0.959873	0	0	0	0.927402	0
7:fetal_quiescent:SRR1974941	0.978455	0	0	0	0.170342	0	0	0.828648	0	0	0.677159	0	0	0.811480	0.573809	0	0	0.960276	0	0	0	0.439657	0	0	0	0	0	0.679010	0.170342	0	0.074314	0.346070	0.891769	0.728160	0.739269	0.470460	0	0	0	0.117152	0	0	0.371991	0	0.968692	0	0.232621	0.377293	0.891096	0
7:fetal_quiescent:SRR1974940	0.981386	0	0	0	0.967115	0.824405	0	0	0	0	0.031541	0	0	0.926163	0.977663	0	0	0.866598	0	0.209721	0.248397	0	0	0	0	0	0	0.882110	0	0	0.305274	0.328335	0.969804	0.540331	0.966701	0.620683	0	0	0	0	0.161220	0	0	0	0.781386	0	0	0	0	0
7:fetal_quiescent:SRR1974939	0.805903	0	0.163653	0	0	0	0	0	0	0	0.193433	0	0	0	0.186785	0	0	0.440308	0	0	0	0	0	0	0	0	0	0.596517	0	0	0	0.525658	0.693433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414119	0	0
7:fetal_quiescent:SRR1974938	0.977240	0	0	0	0	0	0	0.540728	0	0	0.163392	0.733589	0	0.896263	0.752995	0	0	0.942501	0	0	0	0	0	0	0	0	0	0.769526	0	0	0.053666	0	0.948011	0.470292	0.935793	0	0	0	0	0	0	0	0.665549	0.826545	0	0	0	0.968376	0.715621	0
7:fetal_quiescent:SRR1974937	0.859882	0	0.386702	0	0	0.759229	0	0.465021	0	0	0.121354	0	0	0.823271	0.334489	0	0	0.963492	0	0	0	0	0	0	0	0	0	0.944728	0	0	0.931267	0.979808	0.723843	0	0.991434	0	0	0	0	0	0	0.146237	0	0.524169	0.363247	0	0	0	0	0
7:fetal_quiescent:SRR1974936	0.990582	0	0.671747	0	0	0.910274	0	0	0	0	0.620719	0.857363	0	0.859932	0	0	0	0.220120	0	0	0	0	0	0	0	0	0	0.992123	0	0	0.978082	0.323116	0.969007	0.721575	0.503082	0	0.051798	0	0	0	0	0	0.742295	0.512329	0.724315	0	0	0	0	0
7:fetal_quiescent:SRR1974935	0.968470	0	0	0	0	0.200662	0	0.692877	0	0	0.920397	0	0	0.920008	0.957766	0	0	0.794278	0.025302	0	0	0.087583	0	0	0	0	0	0.989490	0.171078	0	0.422927	0	0.952316	0.313741	0.989295	0.903854	0.705917	0.164461	0	0.126411	0	0.116582	0	0.139743	0.139743	0	0	0.405800	0.753795	0
7:fetal_quiescent:SRR1974934	0.944996	0	0	0	0	0	0	0.534776	0	0	0.497516	0	0	0	0	0	0	0.511710	0	0	0.054294	0	0	0	0	0	0	0	0	0	0.542761	0	0	0	0.394429	0	0	0	0	0	0	0.077005	0	0.991838	0	0	0	0	0.604684	0
7:fetal_quiescent:SRR1974933	0.785332	0	0	0	0.252543	0	0	0.815310	0	0	0.932548	0	0	0	0	0	0	0.267532	0	0	0	0	0	0	0	0	0	0.456772	0	0	0.198876	0	0.980996	0.513919	0.808887	0.356130	0	0	0	0	0	0	0	0	0.233003	0	0.534261	0.611349	0.591274	0
7:fetal_quiescent:SRR1974932	0.912637	0	0	0	0	0	0	0.831085	0	0	0.262606	0.006122	0	0.741440	0.911185	0	0	0.990039	0	0	0	0	0	0	0	0	0	0.463374	0	0	0.980701	0	0.933389	0.807429	0	0.171820	0	0	0	0.736460	0	0	0	0.930899	0	0	0	0	0.427993	0
7:fetal_quiescent:SRR1974931	0.961911	0	0	0	0.545848	0.628980	0	0	0	0	0.626562	0.528416	0	0.277912	0.202539	0	0	0.982265	0	0	0	0	0	0	0	0	0	0.837162	0	0	0.665054	0.472592	0	0.275998	0.887747	0	0	0	0	0	0	0	0	0.105401	0.442563	0	0	0	0.821241	0
7:fetal_quiescent:SRR1974930	0.841374	0.165480	0.889621	0	0	0.897810	0	0.320100	0	0	0.906890	0	0	0.635660	0.973117	0	0	0.835143	0.297846	0	0	0	0	0	0	0	0	0.727257	0	0	0.622930	0.969557	0.841552	0.733132	0.988072	0	0	0	0	0	0	0	0.672423	0.686042	0.694677	0	0	0	0	0
7:fetal_quiescent:SRR1974929	0.964193	0	0	0.168987	0	0	0	0.642928	0	0.493933	0.177044	0	0	0.490750	0.967774	0	0	0.985081	0	0	0	0	0	0	0	0	0.534514	0.817585	0	0	0.084543	0.603740	0.807838	0.351303	0.775612	0.167694	0	0	0	0	0	0	0.783768	0.895763	0.928983	0	0	0.547046	0.740800	0
7:fetal_quiescent:SRR1974928	0.981401	0	0	0	0.202267	0	0	0.853822	0	0	0.470503	0	0	0	0.369660	0	0	0.793955	0	0	0	0	0	0	0	0	0	0.369660	0	0	0	0.180471	0.158820	0.490264	0	0	0	0	0	0	0	0	0.369660	0.495931	0.779134	0	0	0	0.803545	0
